AAPL_SI,AEP_SI,AMGN_SI,AMZN_SI,BA_SI,BAC_SI,BCH_SI,BHP_SI,BP_SI,BSAC_SI,C_SI,CAT_SI,CHTR_SI,CMCSA_SI,CODI_SI,CSCO_SI,CVX_SI,D_SI,DHR_SI,DIS_SI,DUK_SI,EXC_SI,GD_SI,GE_SI,GOOG_SI,HD_SI,HON_SI,HSBC_SI,IEP_SI,INTC_SI,JNJ_SI,JPM_SI,KO_SI,LMT_SI,MA_SI,MCD_SI,MDT_SI,MMM_SI,MO_SI,MRK_SI,MSFT_SI,NEE_SI,NGG_SI,NVS_SI,ORCL_SI,PCG_SI,PEP_SI,PFE_SI,PG_SI,PM_SI,PPL_SI,REX_SI,SLB_SI,SNY_SI,SO_SI,SRE_SI,T_SI,TSM_SI,UL_SI,UNH_SI,UPS_SI,VZ_SI,WMT_SI,XOM_SI,DATE,DJI_SI,VIX_SI,GSPC_SI,CLF_SI,GCF_SI,TNX_SI
179629600,3147600,3031400,67494000,4529100,86339800,136200,2612266,4133100,160700,17467300,2532200,1616200,23398200,100400,22705100,5889400,2061400,2781648,7615300,2544800,7527478,852600,8060554,22052000,4713700,2132194,1009900,74800,15509800,4679500,12485400,10218000,1143100,3613800,4705600,4795100,1351002,6454100,5898878,13380800,5824800,203800,1607152,14463000,2544900,5141500,22115450,5369300,2680900,3443000,257700,5728200,922300,4398500,2204600,34069433,4983400,1476500,2394400,2302600,12772700,26471100,8369700,2017-09-13,22103.470703125,10.720000267028809,2493.889892578125,48.34000015258789,1323.4000244140625,2.1670000553131104
95042800,2234400,2318400,78266000,4995200,70051000,175200,2996994,4841200,451600,15022100,2904900,2338000,26552600,63600,18194800,5819100,3021000,3689011,9710000,2755900,5478315,920000,8781440,27952000,5290800,3570872,1147200,59100,18093900,6274500,10562800,13768800,1507600,4179400,3109700,4461900,2373103,7552400,10437137,15733900,4588000,310200,1700561,21901600,1944600,3456900,28907847,5492300,3596500,3497700,204000,5954100,1114300,6166900,2721400,23678548,5799000,935900,2378600,2102800,11808500,20817900,9072600,2017-09-14,22144.9609375,10.569999694824219,2494.56005859375,49.310001373291016,1319.5999755859375,2.2079999446868896
196458400,2730900,5349000,75204000,9033300,85937600,280800,2424275,4846400,310900,18360900,4610100,5270000,62370100,169500,29336100,8387600,6853100,4040834,23870300,6419300,21381481,2095600,13888549,50108000,9124200,4793263,1222500,71300,33596100,15522000,18171800,16141400,2025900,6152500,7425100,9563400,4349134,16567300,15390718,38578400,9065600,718800,2157786,66367900,3026000,5543000,30430139,12428800,5992400,6445100,290400,11428400,2378600,7244800,3324600,63476400,7245600,1141100,4198700,3411300,24626500,39953400,16043700,2017-09-15,22252.439453125,10.510000228881836,2495.669921875,49.720001220703125,1320.5999755859375,2.197000026702881
113077600,2230700,2443800,68226000,5193000,68076400,84000,2369458,5422700,256300,18027800,4349000,1870900,27256900,94000,17290900,4954600,2470900,1885001,7013600,2868200,9550424,1313000,10955699,26138000,4010600,3004019,900200,58300,19393800,5260800,11318700,8535300,1005500,2843500,3831900,4162500,1521790,6381500,11049274,23307000,6562000,430700,960206,29434700,1487900,2441200,17850755,6177700,2998500,3970700,149700,6688900,1183600,3859900,2516600,42333973,6179600,911300,1915200,2292400,18810200,24528300,8594400,2017-09-18,22297.919921875,10.180000305175781,2502.510009765625,49.849998474121094,1309.800048828125,2.2149999141693115
83242400,2268900,2066100,53422000,4124700,56218100,119700,3124675,5228200,242900,15466000,3050000,3302200,38769700,155500,12927700,6188000,2463700,3546206,6970300,1954300,7515561,784100,9460843,18734000,3713400,3569829,1262100,40200,23850500,4903800,12626100,7297900,1365100,4179000,3554600,5584800,1709921,5610000,7345746,16093300,7026800,359400,1986145,23070700,1694000,2568300,16539579,6587200,3105600,2989400,181500,6817200,858000,5110100,1592600,61327680,6559400,779900,3819000,2002700,30818000,18523200,9277100,2017-09-19,22349.69921875,10.15999984741211,2506.2900390625,49.90999984741211,1307.9000244140625,2.2200000286102295
211805600,2446900,2685400,57776000,3853200,82289900,128100,2597805,5104500,531800,19788100,3151600,2156500,31081300,155600,19865400,5378200,2095400,3984547,6459100,2982700,11110149,1308300,8298554,33396000,4599200,3802392,922200,65600,23957500,8705500,15311600,11026600,1265000,2749700,3641100,6384400,3572691,7026200,9903600,21587900,5489600,399300,2241932,21257300,2700700,4059800,27066825,5941500,3822300,2693800,123900,6766000,1236500,4721000,2816800,35574821,7961100,1054800,2788500,3481800,18755900,15954600,10606900,2017-09-20,22351.380859375,10.039999961853027,2506.840087890625,49.84000015258789,1312.0,2.2320001125335693
150046800,1942600,2082200,46752000,2809400,57864000,225300,2901372,9026400,486900,11509200,2615400,2374100,18562700,153200,19870000,4334500,1256300,2135078,4958000,2456100,4832414,860000,10874529,25812000,3082100,4084306,720200,51300,22954200,6051800,10851500,7555300,875600,2835300,2503400,4822000,1653350,6432100,6255198,19186100,5647600,298300,1378483,15656300,2346000,3630900,16580579,9376700,2887700,1395500,136200,8315100,854700,3040000,2496400,22218309,8458000,906600,1895000,1765700,14315800,19290900,11984200,2017-09-21,22414.01953125,9.739999771118164,2507.159912109375,50.720001220703125,1299.0999755859375,2.260999917984009
186581600,3052200,2275600,52836000,3475600,61446000,199200,2113758,5581500,322400,10446600,2616700,2078500,21749200,280800,28234900,5307100,1839000,2150306,6359100,1799200,4744088,1040800,8287537,21054000,3576500,3043666,827200,62000,21631800,4334900,8358300,8024800,1018600,1860400,2442700,4593200,1785987,8550100,7824263,14111400,4904800,379900,3042662,15341900,2890000,3746300,15394092,6837700,2999000,2237400,143400,6797600,774800,4155500,2389400,30733482,4529900,1341200,5660200,1883300,20646400,17265900,10205800,2017-09-22,22334.0703125,9.899999618530273,2497.260009765625,50.72999954223633,1295.0,2.253000020980835
177549200,3057100,2545400,102480000,3479200,62361700,220500,2165099,5950900,391000,10762800,3268500,1773000,21601800,128300,32396900,5980300,2325700,2484646,7492500,2117300,6374614,1202800,8865635,37136000,4897700,3071211,832700,46900,23180800,6017400,10463400,9215300,1222400,5541200,3661500,7151300,1924603,11248400,5840923,24149200,6024800,848200,2480087,15663600,1959700,3885000,23379828,6436200,4734900,5187500,126300,6914300,489000,4518300,2197200,47901128,5895000,1106400,3105900,2361100,13698600,25643400,10496600,2017-09-25,22320.470703125,10.079999923706055,2499.389892578125,50.68000030517578,1293.0999755859375,2.243000030517578
146640000,2038900,2307900,71296000,2173600,53012700,114300,3648743,6424600,322300,11553800,2301900,2090900,16012300,221200,26138300,4874700,2131100,2693890,6220500,1570600,5568744,705300,8503648,33338000,3222600,2464189,621700,42900,29790400,4516200,9358100,6480100,1025800,3162600,6420000,4791000,1464622,12651900,7311058,18019600,5562000,462900,1996301,18679900,2344000,2953800,18508029,4885200,3537400,4516100,107700,6393400,608000,3976300,1759800,29930212,5995400,925000,2775400,2870700,12007500,17505900,8755100,2017-09-26,22322.029296875,10.420000076293945,2501.0400390625,52.119998931884766,1304.5,2.2249999046325684
102016800,2339600,2436700,62978000,3840100,92877400,110100,2429992,4836500,516800,18092200,2140600,2280100,24698700,104400,22594600,3926800,3640600,2872565,7596600,2318900,8179128,903700,11787113,44788000,3966200,3171999,1032600,64700,25981400,5796100,15090200,14816200,973300,3716800,3915900,4801700,2230660,8743600,7013111,19565100,6888800,661600,1804684,14499200,2631300,4016200,15502759,9631200,3719400,3159700,210900,6043100,871300,6676300,1846800,31469494,4802700,1061600,3267200,2302400,14270800,18943800,9724500,2017-09-27,22330.9296875,9.899999618530273,2503.300048828125,52.09000015258789,1283.4000244140625,2.2869999408721924
88022000,1820100,2576900,50452000,2586100,64991400,227700,2443556,5015400,316400,13845900,2067800,1198200,16361300,155800,15496900,4949000,1933300,3124109,7149600,2365800,5963267,638900,7544053,20406000,4614100,2172885,1012100,163700,21171400,3992700,10270400,8789500,824200,2732000,4210200,5536500,2502989,8932800,7359894,10883800,5395600,531200,1261303,12997700,2349800,11581100,19038086,4999800,3479100,2346100,149400,6464300,622300,5880800,1941400,22996424,7618700,732400,2088400,1629300,8231800,37118400,15581700,2017-09-28,22306.830078125,9.739999771118164,2503.409912109375,52.04999923706055,1283.0999755859375,2.3320000171661377
105199200,1624900,3017300,50876000,2531100,66232600,132000,2494449,3042600,480500,12777300,2273500,1317400,19204300,119700,14802700,4874800,2434500,2621923,8185900,2384500,9662444,732200,7026425,31620000,3467400,3832858,882300,76700,23217300,5736900,11438400,10082200,911500,2603200,3670100,6186200,1952111,7758900,11999181,17079100,5267200,266900,1985029,44896600,3118800,5122300,16867900,6634500,3912800,2866800,237600,6559100,1149500,7244900,1773400,29076894,3818500,1202300,2646300,2445800,13021700,31060200,9944000,2017-09-29,22358.470703125,9.59000015258789,2509.9599609375,51.58000183105469,1284.199951171875,2.312000036239624
74795200,1446600,2682700,48858000,2685100,54001400,83100,2426180,5338500,310000,13386300,2502600,1295200,18158900,96000,16555200,4285600,2131400,2155157,6923300,2601100,12217729,721900,8868389,25668000,2721400,2631438,927400,74300,37394500,4492900,13797200,10707800,1007800,2300700,2407000,4312900,1545352,7883000,7067083,15304800,4581200,368100,2238919,26097300,1525000,8306400,17541300,7302400,3403300,4415400,149100,7254800,1167000,4478500,1740000,20660093,5096200,1169800,2893600,1989900,9525800,23127600,6777900,2017-10-02,22423.470703125,9.59000015258789,2521.199951171875,51.63999938964844,1275.0,2.3410000801086426
64921200,2406000,1514200,53332000,3163400,55946900,104700,1650785,5039700,168400,11925100,2166100,1272000,18542100,200900,13346900,3892200,2254600,1393080,5447700,1926600,7266846,907100,7075210,17766000,3046400,2338047,917500,66600,34002200,3900800,9633500,12038100,803000,2514500,2188400,5866600,1955340,6400200,6819441,12190400,4008400,415100,2902716,12710800,2576900,6064400,14328392,5909900,2903000,3652100,115500,6124500,948900,3546000,2247800,21273502,3727100,859100,2533800,1857000,10218600,23810100,6082000,2017-10-03,22564.44921875,9.300000190734863,2530.340087890625,50.59000015258789,1269.699951171875,2.3480000495910645
80655200,3066100,1660300,50548000,3031000,53402800,85200,1935294,4361000,229700,12904100,2792300,920200,20979300,235500,14652200,3443400,2275800,1789910,5126100,3088800,6970604,843000,6708361,19048000,2746500,1864887,716300,48300,28368800,3589000,12166600,14060300,903700,3245700,1823100,5735200,1957134,6653700,6722606,13317700,4390400,234800,1761718,15204500,2279100,9092400,11435268,6140700,4161800,4033200,121500,6319700,400900,4321500,2333400,23717209,2717200,1579600,2286400,2309700,9887500,18520200,6357100,2017-10-04,22645.669921875,9.529999732971191,2533.47998046875,50.15999984741211,1273.800048828125,2.309000015258789
85135200,2305100,4506600,64584000,3940200,62636900,76800,2070487,3080400,343000,19701200,2496200,1801600,20141600,132500,14524800,5470900,1913100,1754040,4736700,2060300,7619169,1215200,7252865,24276000,3504900,2342847,1044400,57300,17710300,3741100,14236200,10215300,950400,2723000,2796000,6323200,2081638,5234200,9589200,21195300,6817600,305600,1175594,13886100,1783000,5670400,14340408,6912800,4904300,5561800,72600,6293100,3692200,4040700,4451400,29930609,4456400,1535900,4069000,4480300,12230600,15416100,7375900,2017-10-05,22669.080078125,9.479999542236328,2540.860107421875,49.880001068115234,1277.800048828125,2.325000047683716
69630400,1813600,2032500,75642000,2736400,53900600,129600,1724995,3485500,343900,16119900,2697400,1239000,18821500,82500,15464700,3533300,1497300,2340149,4360200,2744500,5779044,941900,8498765,23478000,2916300,2259483,884600,40400,18887500,2469500,10231900,5437900,857700,3067400,3548500,3248500,1974357,9563300,7847843,13959800,5110800,393900,913669,16340400,2201400,3240300,12711345,5241900,5642200,3318100,69000,5717400,1776300,3208900,2746000,29699836,3086100,2372000,3361900,2828300,13239600,18740100,6070600,2017-10-06,22762.029296875,9.229999542236328,2547.43994140625,50.75,1267.5999755859375,2.365999937057495
65051600,1603300,1519600,58772000,2146100,55172500,27000,2729747,3798400,131400,12830800,1979600,1241500,10684800,100200,8728400,2951900,1304100,2534729,5429600,2720900,3483409,671600,29275875,17828000,2131800,2528355,608300,51100,18494100,3750500,7765100,5268300,880100,2557700,2120000,12760100,1261302,7275600,5712962,11386500,4396400,206100,1210079,10173000,963900,1977800,10278081,5149000,3292500,2159100,126600,3587100,866800,2955500,2049200,25484220,1963500,1225800,3365400,1839200,10702900,40479000,7489900,2017-10-09,22779.73046875,9.920000076293945,2551.389892578125,49.25,1280.5999755859375,2.3610000610351562
62468000,2163600,2036400,61698000,2740700,46133800,93300,3943566,3361800,382800,13866600,4414300,1111000,15016500,70500,18011000,5683100,2005100,2114774,7704400,1593100,3369567,642500,16812134,19368000,2755400,4274404,1596900,39800,29890000,4184600,10631500,6310400,941500,2593400,2909600,7244100,1400396,8300800,5157208,13944500,3512000,181300,1508720,15630500,2004700,3032300,18697433,17125600,3930600,2782900,109500,3824700,1126900,4139000,3420000,22928370,4112000,2673600,2499100,2064200,10843900,75372000,7218500,2017-10-10,22784.759765625,10.149999618530273,2549.989990234375,49.54999923706055,1282.5999755859375,2.3550000190734863
67622400,1975100,3273200,46742000,2890300,51652300,138600,3524872,3301500,494700,18597900,2177800,1432600,26369100,120200,12561400,3926100,2255900,1548180,7984000,2235900,6882698,704900,16937707,33866000,2319300,3381713,1359300,55800,30754700,8269400,14283600,6638200,706300,3341900,3572500,6442300,2455268,5552200,10586477,15388900,5319600,263600,1807250,12588300,4473600,4051100,18163687,7115400,3374000,2463100,80400,8060500,2738300,4431800,2864400,35718872,9015400,846500,2935600,1810000,10335100,55683000,7023700,2017-10-11,22827.650390625,9.949999809265137,2550.6201171875,50.939998626708984,1287.300048828125,2.3459999561309814
64500400,1822000,2223800,81346000,2577900,71770000,110100,1779700,4923900,343700,40166300,3372300,2582300,50704500,162800,17905600,3929700,1841400,2304166,11018200,2272900,6636788,727200,12509021,25248000,3397800,3134229,1141600,39200,18286900,5172800,18251600,7710200,867700,3226200,3023600,8427000,2281968,6895900,6454108,16876500,5221600,307800,1371899,11715600,12958000,3287200,14750098,5984900,3100400,2749800,88200,6225800,1333200,3420200,2322000,108536754,5524100,1011300,2954700,2290300,17087900,38631000,6647500,2017-10-12,22854.849609375,9.9399995803833,2552.8798828125,51.0,1291.5,2.3340001106262207
65576800,1943800,2331500,48630000,2243900,104196900,134100,2932872,3586900,285700,30907300,3478200,2710300,43672500,135200,13578800,4640100,1725300,2304166,6858000,2073000,8940133,782700,8428237,23396000,3259000,2251136,1509300,38000,16829400,4106600,13190600,7126000,1095500,2337300,2957400,5442000,1748074,6437200,7693787,15335700,4461200,266900,944582,10142300,29216400,3090500,13458842,6956700,2658100,4771300,54900,4248700,702200,4632200,2475600,74257070,3913100,1406100,5435000,1665500,20105100,28167000,7180000,2017-10-13,22876.4296875,9.949999809265137,2555.659912109375,50.72999954223633,1293.300048828125,2.3289999961853027
96486000,1464700,2211500,40178000,1818900,71927200,131700,3977532,2905100,260600,21169200,2914200,1144200,26664900,158400,10509100,5500700,2365500,3246271,4911600,1728700,11994951,748000,10382567,18210000,2586700,2088686,1122900,52300,12489100,5120100,12434000,12708600,588200,2590100,2132300,5392200,1417499,4748000,7806762,12380100,5396400,511800,957193,9378100,39289900,2675900,14315006,4159100,2559600,3628200,99600,4846100,544700,4365000,1425600,41172560,2707000,1568800,2927400,1247300,10394700,27900900,5734000,2017-10-16,22892.919921875,9.949999809265137,2555.570068359375,51.43000030517578,1302.0,2.2890000343322754
75989200,1721900,3753700,46394000,2515900,48644400,72900,2608007,5393300,357100,15743800,2380300,1178000,14930300,203600,9303100,4844300,1955500,5457264,5942500,2355500,5942798,770000,12235757,25804000,4189200,2541188,1356700,54100,15532800,11717300,10335700,7699400,741600,3002400,2379700,3809600,2572357,7507900,7365868,16824000,5164400,518500,1444662,14191300,27735300,3825200,14776764,5316100,3997700,3152500,60300,6621400,447200,3691300,2243000,28682606,7582200,961400,8949700,1484400,14842800,17554500,6444100,2017-10-17,22952.41015625,9.850000381469727,2557.169921875,51.93000030517578,1295.0999755859375,2.305000066757202
65496800,1100500,2580200,49994000,2051700,55382500,90000,5857898,5740800,358900,15126700,2511400,1326700,17992900,148400,9971200,5505100,2065400,3800570,5404300,1530600,3822553,945600,7297059,21152000,2757900,1809277,1476800,49900,21424600,6827700,10158600,6272200,1131100,2525900,2798300,4613200,1690666,5614600,8265471,13300700,4298800,284900,1250590,12064100,12402500,2590500,15196572,7399700,3442000,2076700,101700,5936500,511000,2699600,1596600,48676595,6653200,1000300,4796300,2089300,20410400,16416300,6367100,2017-10-18,23087.130859375,10.34000015258789,2562.8701171875,51.939998626708984,1279.9000244140625,2.3320000171661377
170336800,1686200,2563600,62164000,2589200,54542700,89400,3248770,4658300,313100,12322700,4837600,2007000,25334200,153500,13203100,4576600,2609100,10069994,5634300,1672500,6744882,674500,15769450,26272000,2676100,2736817,1770700,31600,19222700,9181300,9133900,7515500,727600,4169900,2478100,2765000,1637324,6037000,10554618,15092800,5249600,263000,2359001,10048600,10741800,2673700,20858028,8585000,9606600,2768500,69300,13577600,457500,4804600,4371200,43542918,5710500,3736500,3471800,2119600,29173900,21087000,7945500,2017-10-19,23107.470703125,10.220000267028809,2553.389892578125,52.04999923706055,1286.4000244140625,2.313999891281128
95896400,1568300,3179200,47302000,3955900,83764700,306900,2626727,4166300,306400,15634600,3086800,1317100,14577700,166000,24361400,4924300,2198200,4640028,5938700,2033600,5938311,898900,40147504,23664000,4166500,3515575,2006100,95100,18335700,5634500,15326600,9646800,933400,3547300,5577700,4173800,1970769,6430300,10798802,22866400,5750800,271300,2261797,15501500,7758300,3772300,18447319,19997800,6177200,3929000,76200,19259600,917200,4122800,2471000,50094202,5251600,2439500,5138800,2427600,16259600,22853400,9574100,2017-10-20,23205.1796875,9.920000076293945,2567.56005859375,51.41999816894531,1279.5999755859375,2.365000009536743
87937200,1787300,2571200,69882000,3302400,69607700,147600,1744724,4738800,174300,10821500,5549500,1831900,30745800,144000,22632000,3872400,2016200,3278758,5888200,2609600,5121506,837300,39090944,29568000,3995100,3017583,1061500,61900,28647000,6686000,9238600,7153600,1239000,2514500,6214800,4811600,2584915,4833600,12137936,20627200,4873200,309100,4746683,14633400,6345700,2263200,15978008,13358200,3762100,2709400,92700,14054100,3611000,3000000,3040400,40914645,5092400,2937700,2261400,2052200,15660000,31758000,9829900,2017-10-23,23348.94921875,10.25,2578.080078125,52.06999969482422,1274.699951171875,2.384999990463257
71028800,2107900,3449800,54478000,4401600,90346500,169200,1467613,3265900,328900,15260200,18886700,2176500,25248400,188700,16280200,4472400,1858500,3965710,4966200,2197800,5339657,1350900,27880573,24244000,3686700,3463094,902600,58300,19652400,6585800,13000800,9539500,2567800,2918400,7855200,4462300,7784046,7686900,10711713,17517200,5718400,371500,7766021,17562400,5599300,3351100,15826126,11519000,4117700,2789700,95700,9639500,1568200,4889300,2251000,69160199,4251600,2232800,3459900,1845600,11527900,23102700,7551200,2017-10-24,23346.779296875,10.890000343322754,2568.659912109375,51.88999938964844,1275.5,2.4079999923706055
84828400,3179500,4052500,60662000,7895300,81265300,97200,2436830,4024400,305700,17188100,7438600,3518400,26233700,97300,17400900,4553100,2416100,3155467,5144400,2268400,7212028,2000800,23060959,24226000,4189400,2900936,1643500,109800,24031700,6563600,14632700,11994200,1658800,3439700,3716200,4906500,4920942,7114100,11545502,20410800,7509200,467100,4660862,20635800,6567900,3836900,17523488,9024300,4060400,4397100,111600,10748200,3234700,4600000,3496800,127603413,3360000,1936700,2908300,3397000,19256800,19224000,9153300,2017-10-25,23431.08984375,11.34000015258789,2566.52001953125,52.560001373291016,1269.9000244140625,2.450000047683716
68002000,2303900,5998500,112374000,3419100,55342500,73800,2872002,3073900,253000,13213100,5745400,8927300,58632000,127800,14616100,4092900,3390500,3036463,6167500,2708400,5599308,1474200,18004137,40842000,3750500,2239764,1022500,96800,38247400,5841100,13054400,10569100,1599400,2574900,2934400,7331100,4048460,8939500,11260026,32120700,5894000,403900,4414561,16952900,3300500,2865000,18374277,6233800,3468100,3272600,86700,8668300,2456600,3501800,2394600,59740866,3651500,1309100,4346000,4104500,14420100,19454700,9154500,2017-10-26,23380.890625,11.170000076293945,2560.080078125,52.189998626708984,1273.5,2.424999952316284
177816800,1839300,3478600,331300000,2899200,58856700,48300,2446695,5242000,164600,11309900,4064600,3539000,51081700,139800,20356600,14534100,2161400,3243451,7868700,2059800,3902607,1255100,20560436,103354000,3720400,1950547,1055200,96900,90028300,5140100,10400400,9988000,998600,3491900,2298100,7744000,2392478,6473800,30980242,71066700,5807200,397100,3418308,15099500,3027800,3343200,15746865,7433800,5067400,2093400,155100,12972700,2367300,3179000,2334800,69268105,4822800,939700,4385300,3638300,12423400,19851000,14866200,2017-10-27,23419.16015625,11.119999885559082,2570.260009765625,52.79999923706055,1268.4000244140625,2.4590001106262207
178803200,1541400,2550800,132262000,3025900,51357600,108000,2315874,8644600,429000,10556900,3044500,3404100,29432200,63600,18345100,7517800,2577900,2618088,7093200,2262300,6849611,1259700,20529324,41702000,3906300,1883876,1692700,49400,48161500,6034300,8839500,7201900,1157300,6555700,2051000,5993800,3256230,6842300,40860891,31756700,5413600,403100,2684538,9049800,4254400,2206100,26679586,5387100,5021400,3243900,84300,6632800,1308600,3346000,4962200,68444974,5200800,1029500,2477400,3442000,24587400,21156000,7811100,2017-10-30,23405.75,10.279999732971191,2577.75,54.15999984741211,1270.0,2.4049999713897705
144187200,2314000,2906600,69540000,2742800,50311200,314700,1489136,10039900,317700,11733500,3988300,3726900,21828600,224400,13935100,7154800,2827700,3223598,5701700,2666700,5176745,995800,20450366,26614000,2922400,2549118,1104800,50000,47000900,4832100,8690200,6560500,693900,7613700,2873000,4612000,2282207,7025400,19313802,27086600,5310800,385900,3465068,14453100,5332000,4379400,24794085,7119000,5419200,3986900,158700,8519500,1099700,4721100,2697600,48162354,3704500,934000,3749600,2499000,15910000,18020700,9754200,2017-10-31,23369.220703125,10.34000015258789,2575.989990234375,54.08000183105469,1273.0999755859375,2.369999885559082
134551200,1614700,2734900,75110000,2929500,46527700,119400,4711339,6752100,155300,11361900,3629000,2324200,18199800,199800,22051300,5030300,2118300,3247399,6920400,2023900,7304420,1735300,19137318,27468000,3568300,2255414,1601400,83200,47813700,5006800,8418200,7067600,1016100,4531700,2186100,5136500,1662320,5669200,17206483,22307400,5747600,418900,2172406,10128000,4444100,2822400,16557497,4884100,4102200,4070500,135600,11329300,1588800,3957600,2895200,50106383,4235700,1141100,1902900,2088600,11046600,18528300,9430000,2017-11-01,23442.900390625,9.789999961853027,2583.2099609375,54.650001525878906,1272.199951171875,2.3980000019073486
165573600,4226100,4029300,73698000,2529900,59692000,101100,3509739,4468500,347500,12997500,2722600,2074800,40319000,179600,19827600,4329600,2239400,2198472,6799200,3518300,10927749,1079300,17012575,20980000,6518900,2028485,1383700,111600,44602300,3494100,8731800,8317800,868900,3883600,2291000,10276700,1924962,8668100,12909788,23992900,15917200,409500,2037816,10389800,4879300,2169800,13880021,5021200,4601500,3872700,92100,8984100,1958300,6568500,2811400,96609897,3255800,1669400,2825900,3522300,13126900,15549300,7775500,2017-11-02,23463.240234375,10.4399995803833,2579.4599609375,54.279998779296875,1274.9000244140625,2.36299991607666
237594400,2312100,2433100,75030000,2610800,37816100,129300,2385040,3199100,275000,10692600,2105400,2226100,30164300,84300,13414400,4101800,2183200,2006486,5416900,2405200,8004439,995300,14160018,21528000,3080900,1485420,703700,139700,39298100,2737000,7103500,4730400,652200,2338700,1959500,6936600,1892909,7290200,10281718,17633500,12337600,390100,942908,15814500,5250100,1725700,9358255,5106500,3064300,2723400,98700,10035100,805400,4841800,2542800,53276833,6140900,909900,2196900,2957600,8038200,19536300,6903500,2017-11-03,23549.58984375,9.829999923706055,2581.929931640625,54.72999954223633,1265.300048828125,2.3510000705718994
140105200,2339800,2692000,67622000,2911600,37261000,77100,4433331,6254200,270000,12636600,2780900,3956700,23362200,122000,12786900,5950300,1701000,2038070,14728700,2557000,5461631,739900,12661511,22504000,3275500,2127290,717400,227700,34035000,4220700,8121500,7451300,717300,3142900,3087700,4027000,1596301,6319400,9136988,19860900,5631600,430900,988218,9678000,3449700,3331800,11200542,5186700,4167000,2883600,103500,14246300,1238700,5631700,1990200,63217028,5650500,757800,2293700,3351100,36443300,15772200,9276700,2017-11-06,23533.9609375,9.630000114440918,2587.469970703125,55.970001220703125,1269.0,2.325000047683716
97446000,2239000,3097100,53780000,3205400,68342100,94500,2959888,4711600,312200,17255700,3222100,1721000,38113900,104200,11332900,5219500,1698100,1432560,12177500,2315000,5865688,918000,8693113,22246000,3198100,2727218,1531600,67300,24461400,4201900,18822600,9868000,874200,2683400,2506000,3655100,1858106,6007400,15008513,17939700,7872000,274800,3809354,6796500,4986400,3882000,11480906,6875100,3901900,2930100,114300,7147400,571300,5454100,2216200,39800764,2761600,721100,1845800,2730400,25789600,16047900,8471800,2017-11-07,23574.029296875,9.3100004196167,2592.110107421875,57.27000045776367,1276.800048828125,2.3269999027252197
97638000,2491100,2003400,51630000,2841800,83128200,75900,3843461,5377400,262800,18710600,1933300,1372500,23914900,132000,13061300,5092800,1974000,2257692,8023200,3057700,5349331,841200,8280233,21774000,2912900,2623717,1208800,244500,21565800,4440700,18524700,7586900,729600,3786800,2605000,4468000,1806199,5700500,15859279,18034200,7970800,311200,1028729,7977900,6035400,3685300,14302148,6910000,4882700,3770800,119400,8008300,825800,5425000,3265200,115981341,2378400,649000,2261100,2371900,17414800,20302500,8691600,2017-11-08,23542.599609375,9.789999961853027,2588.7099609375,56.959999084472656,1275.9000244140625,2.315000057220459
117930400,1728700,2005100,74654000,3215900,95448600,104700,3610629,4820600,418800,15496600,2940300,1364400,16159800,135600,16785000,5103300,1430700,2730662,13172500,2101600,5019721,1363700,10610572,24904000,3405200,2456155,1339200,130400,25570400,3517100,13697800,6532400,890600,2716400,4219000,8803500,1884657,3792600,14818825,21178400,4779600,623000,1765066,16195400,4783500,2856900,14088713,5280000,3427700,3696500,109200,6163400,1648600,3633300,1649200,92568652,4680100,1086100,1839700,2713900,21078700,20713500,10528800,2017-11-09,23492.08984375,9.9399995803833,2584.0,56.849998474121094,1279.699951171875,2.3329999446868896
100582000,2133500,1927400,43598000,1740600,61105300,51900,1868483,3117500,472400,12853100,2016900,870100,18010100,178300,19319400,5156900,1735500,2663885,16701500,2216700,5442003,929800,21019137,14400000,3554900,3034276,1159800,109900,24095400,4240800,9314000,8022900,630800,1795900,4226800,6416400,1549777,4998200,17547607,19397800,5143200,412600,1319670,9944200,5597300,3699500,15858589,7227300,4935200,3733400,109800,6577000,1525500,3501800,2478000,76099018,5333900,868400,1384700,2840000,17075000,22943400,8693700,2017-11-10,23432.7109375,10.779999732971191,2580.179931640625,57.02000045776367,1283.5,2.368000030517578
67928400,2280700,2119800,58368000,2604100,55902200,71700,2392550,3996300,326100,13500600,1894100,908700,16256600,182300,16441500,4279200,1631300,2302248,7856000,2626600,7444900,912200,54577114,17716000,7189300,2101415,1059400,187500,18999000,4322300,9303100,7653600,702800,1750500,2605600,4013700,2111299,8183800,14135738,14196900,4000000,1078100,1160640,6566700,5047500,3194500,25072657,6873500,3864600,4020100,60900,5506300,646500,2780200,1588600,38213023,2222000,827400,2662200,3301300,16673900,25474800,6720400,2017-11-13,23367.470703125,11.430000305175781,2576.530029296875,56.900001525878906,1277.300048828125,2.381999969482422
